country,year,age,sex,life expectancy
Belgium,2015,60,Male,78.48
Belgium,2015,60,Female,82.86
Belgium,2015,0,Both sexes,23.59
Belgium,2015,0,Male,21.85
Belgium,2015,0,Female,25.15
Belgium,2010,60,Both sexes,79.85
Belgium,2010,60,Male,77.24
Belgium,2010,60,Female,82.38
Belgium,2010,0,Both sexes,23.11
Belgium,2010,0,Male,21.12
Belgium,2010,0,Female,24.88
Belgium,2000,60,Both sexes,77.66
Belgium,2000,60,Male,74.54
Belgium,2000,60,Female,80.74
Belgium,2000,0,Both sexes,21.63
Belgium,2000,0,Male,19.31
Belgium,2000,0,Female,23.69
Belize,2019,60,Both sexes,74.41
Belize,2019,60,Male,71.36
Belize,2019,60,Female,77.77
Belize,2019,0,Both sexes,21.53
Belize,2019,0,Male,20.32
Belize,2019,0,Female,22.93
Belize,2015,60,Both sexes,74.05
Belize,2015,60,Male,71.14
Belize,2015,60,Female,77.29
Belize,2015,0,Both sexes,21.47
Belize,2015,0,Male,20.4
Belize,2015,0,Female,22.75
Belize,2010,60,Both sexes,73.39
Belize,2010,60,Male,70.89
Belize,2010,60,Female,76.12
Belize,2010,0,Both sexes,21.3
Belize,2010,0,Male,20.56
Belize,2010,0,Female,22.15
Belize,2000,60,Both sexes,70.34
Belize,2000,60,Male,67.18
Belize,2000,60,Female,74.02
Belize,2000,0,Both sexes,18.74
Belize,2000,0,Male,17.02
Belize,2000,0,Female,20.73
Benin,2019,60,Both sexes,63.43
Benin,2019,60,Male,61.19
Benin,2019,60,Female,65.66
Benin,2019,0,Both sexes,17.4
Benin,2019,0,Male,16.13
Benin,2019,0,Female,18.52
Benin,2015,60,Both sexes,61.96
Benin,2015,60,Male,59.66
Benin,2015,60,Female,64.25
Benin,2015,0,Both sexes,17.01
Benin,2015,0,Male,15.62
Benin,2015,0,Female,18.21
Benin,2010,60,Both sexes,60.47
Benin,2010,60,Male,58.03
Benin,2010,60,Female,62.88
Benin,2010,0,Both sexes,16.69
Benin,2010,0,Male,15.16
Benin,2010,0,Female,17.97
Benin,2000,60,Both sexes,56.59
Benin,2000,60,Male,54.31
Benin,2000,60,Female,58.77
Benin,2000,0,Both sexes,16.08
Benin,2000,0,Male,14.49
Benin,2000,0,Female,17.41
Bhutan,2019,60,Both sexes,73.11
Bhutan,2019,60,Male,72.03
Bhutan,2019,60,Female,74.39
Bhutan,2019,0,Both sexes,19.36
Bhutan,2019,0,Male,18.89
Bhutan,2019,0,Female,19.95
Bhutan,2015,60,Both sexes,72.15
Bhutan,2015,60,Male,71.05
Bhutan,2015,60,Female,73.45
Bhutan,2015,0,Both sexes,19.16
Bhutan,2015,0,Male,18.72
Bhutan,2015,0,Female,19.72
Bhutan,2010,60,Both sexes,71.01
Bhutan,2010,60,Male,69.87
Bhutan,2010,60,Female,72.35
Bhutan,2010,0,Both sexes,18.89
Bhutan,2010,0,Male,18.42
Bhutan,2010,0,Female,19.48
Bhutan,2000,60,Both sexes,65.7
Bhutan,2000,60,Male,64.88
Bhutan,2000,60,Female,66.59
Bhutan,2000,0,Both sexes,17.95
Bhutan,2000,0,Male,17.71
Bhutan,2000,0,Female,18.23
Bolivia,2019,60,Both sexes,72.14
Bolivia,2019,60,Male,71.15
Bolivia,2019,60,Female,73.13
Bolivia,2019,0,Both sexes,18.56
Bolivia,2019,0,Male,18.04
Bolivia,2019,0,Female,19.06
Bolivia,2015,60,Both sexes,71.52
Bolivia,2015,60,Male,70.59
Bolivia,2015,60,Female,72.45
Bolivia,2015,0,Both sexes,18.51
Bolivia,2015,0,Male,18.07
Bolivia,2015,0,Female,18.91
Bolivia,2010,60,Both sexes,70.34
Bolivia,2010,60,Male,69.44
Bolivia,2010,60,Female,71.25
Bolivia,2010,0,Both sexes,18.53
Bolivia,2010,0,Male,18.16
Bolivia,2010,0,Female,18.87
Bolivia,2000,60,Both sexes,66.02
Bolivia,2000,60,Male,64.81
Bolivia,2000,60,Female,67.25
Bolivia,2000,0,Both sexes,17.8
Bolivia,2000,0,Male,17.19
Bolivia,2000,0,Female,18.36
Bosnia And Herzegovina,2019,60,Both sexes,76.75
Bosnia And Herzegovina,2019,60,Male,74.38
Bosnia And Herzegovina,2019,60,Female,79.09
Bosnia And Herzegovina,2019,0,Both sexes,20.16
Bosnia And Herzegovina,2019,0,Male,18.59
Bosnia And Herzegovina,2019,0,Female,21.56
Bosnia And Herzegovina,2015,60,Both sexes,76.32
Bosnia And Herzegovina,2015,60,Male,73.94
Bosnia And Herzegovina,2015,60,Female,78.65
Bosnia And Herzegovina,2015,0,Both sexes,19.85
Bosnia And Herzegovina,2015,0,Male,18.27
Bosnia And Herzegovina,2015,0,Female,21.25
Bosnia And Herzegovina,2010,60,Both sexes,76.19
Bosnia And Herzegovina,2010,60,Male,73.85
Bosnia And Herzegovina,2010,60,Female,78.47
Bosnia And Herzegovina,2010,0,Both sexes,19.73
Bosnia And Herzegovina,2010,0,Male,18.22
Bosnia And Herzegovina,2010,0,Female,21.03
Bosnia And Herzegovina,2000,60,Both sexes,75.42
Bosnia And Herzegovina,2000,60,Male,72.6
Bosnia And Herzegovina,2000,60,Female,78.03
Bosnia And Herzegovina,2000,0,Both sexes,19.58
Bosnia And Herzegovina,2000,0,Male,17.68
Bosnia And Herzegovina,2000,0,Female,21.1
Botswana,2019,60,Both sexes,62.25
Botswana,2019,60,Male,58.95
Botswana,2019,60,Female,65.46
Botswana,2019,0,Both sexes,16.25
Botswana,2019,0,Male,14.16
Botswana,2019,0,Female,17.97
Botswana,2015,60,Both sexes,60.93
Botswana,2015,60,Male,57.83
Botswana,2015,60,Female,63.93
Botswana,2015,0,Both sexes,15.89
Botswana,2015,0,Male,13.89
Botswana,2015,0,Female,17.61
Botswana,2010,60,Both sexes,58.14
Botswana,2010,60,Male,55.14
Botswana,2010,60,Female,61.36
Botswana,2010,0,Both sexes,15.26
Botswana,2010,0,Male,13.06
Botswana,2010,0,Female,17.32
Botswana,2000,60,Both sexes,45.59
Botswana,2000,60,Male,43.9
Botswana,2000,60,Female,47.77
Botswana,2000,0,Both sexes,12.92
Botswana,2000,0,Male,10.39
Botswana,2000,0,Female,15.82
Brazil,2019,60,Both sexes,75.9
Brazil,2019,60,Male,72.45
Brazil,2019,60,Female,79.39
Brazil,2019,0,Both sexes,21.9
Brazil,2019,0,Male,20.09
Brazil,2019,0,Female,23.51
Brazil,2015,60,Both sexes,75.13
Brazil,2015,60,Male,71.67
Brazil,2015,60,Female,78.64
Brazil,2015,0,Both sexes,21.42
Brazil,2015,0,Male,19.65
Brazil,2015,0,Female,22
Brazil,2010,60,Both sexes,74.09
Brazil,2010,60,Male,70.57
Brazil,2010,60,Female,77.68
Brazil,2010,0,Both sexes,20.81
Brazil,2010,0,Male,19.02
Brazil,2010,0,Female,22.42
Brazil,2000,60,Both sexes,71.47
Brazil,2000,60,Male,67.9
Brazil,2000,60,Female,75.18
Brazil,2000,0,Both sexes,19.7
Brazil,2000,0,Male,17.96
Brazil,2000,0,Female,21.31
Brunei,2019,60,Both sexes,74.32
Brunei,2019,60,Male,73.39
Brunei,2019,60,Female,75.36
Brunei,2019,0,Both sexes,19.17
Brunei,2019,0,Male,18.97
Brunei,2019,0,Female,19.38
Brunei,2015,60,Both sexes,74.4
Brunei,2015,60,Male,73.38
Brunei,2015,60,Female,75.5
Brunei,2015,0,Both sexes,19.03
Brunei,2015,0,Male,18.67
Brunei,2015,0,Female,19.36
Brunei,2010,60,Both sexes,74.57
Brunei,2010,60,Male,73.35
Brunei,2010,60,Female,75.84
Brunei,2010,0,Both sexes,19
Brunei,2010,0,Male,18.41
Brunei,2010,0,Female,19.56
Brunei,2000,60,Both sexes,72.2
Brunei,2000,60,Male,70.86
Brunei,2000,60,Female,73.68
Brunei,2000,0,Both sexes,16.78
Brunei,2000,0,Male,16.21
Brunei,2000,0,Female,17.41
Bulgaria,2019,60,Both sexes,75.07
Bulgaria,2019,60,Male,71.65
Bulgaria,2019,60,Female,78.6
Bulgaria,2019,0,Both sexes,19.82
Bulgaria,2019,0,Male,17.41
Bulgaria,2019,0,Female,21.97
Bulgaria,2015,60,Both sexes,74.55
Bulgaria,2015,60,Male,71.17
Bulgaria,2015,60,Female,78.04
Bulgaria,2015,0,Both sexes,19.4
Bulgaria,2015,0,Male,17.06
Bulgaria,2015,0,Female,21.5
Bulgaria,2010,60,Both sexes,73.64
Bulgaria,2010,60,Male,70.19
Bulgaria,2010,60,Female,77.23
Bulgaria,2010,0,Both sexes,18.92
Bulgaria,2010,0,Male,16.69
Bulgaria,2010,0,Female,20.92
Bulgaria,2000,60,Both sexes,71.61
Bulgaria,2000,60,Male,68.4
Bulgaria,2000,60,Female,74.97
Bulgaria,2000,0,Both sexes,17.6
Bulgaria,2000,0,Male,15.86
Bulgaria,2000,0,Female,19.2
Burkina Faso,2019,60,Both sexes,62.7
Burkina Faso,2019,60,Male,60.06
Burkina Faso,2019,60,Female,65.23
Burkina Faso,2019,0,Both sexes,16.82
Burkina Faso,2019,0,Male,15.23
Burkina Faso,2019,0,Female,18.06
Burkina Faso,2015,60,Both sexes,60.92
Burkina Faso,2015,60,Male,58.24
Burkina Faso,2015,60,Female,63.45
Burkina Faso,2015,0,Both sexes,16.44
Burkina Faso,2015,0,Male,14.75
Burkina Faso,2015,0,Female,17.76
Burkina Faso,2010,60,Both sexes,58.59
Burkina Faso,2010,60,Male,56.19
Burkina Faso,2010,60,Female,60.79
Burkina Faso,2010,0,Both sexes,16.17
Burkina Faso,2010,0,Male,14.53
Burkina Faso,2010,0,Female,17.43
Burkina Faso,2000,60,Both sexes,51.64
Burkina Faso,2000,60,Male,49.92
Burkina Faso,2000,60,Female,53.14
Burkina Faso,2000,0,Both sexes,15.52
Burkina Faso,2000,0,Male,14.1
Burkina Faso,2000,0,Female,16.62
Burundi,2019,60,Both sexes,63.84
Burundi,2019,60,Male,61.55
Burundi,2019,60,Female,66.14
Burundi,2019,0,Both sexes,16.47
Burundi,2019,0,Male,15.22
Burundi,2019,0,Female,17.63
Burundi,2015,60,Both sexes,62.05
Burundi,2015,60,Male,59.84
Burundi,2015,60,Female,64.26
Burundi,2015,0,Both sexes,16.18
Burundi,2015,0,Male,14.85
Burundi,2015,0,Female,17.39
Burundi,2010,60,Both sexes,58.6
Burundi,2010,60,Male,56.86
Burundi,2010,60,Female,60.32
Burundi,2010,0,Both sexes,15.61
Burundi,2010,0,Male,14.24
Burundi,2010,0,Female,16.83
Burundi,2000,60,Both sexes,43.78
Burundi,2000,60,Male,41.79
Burundi,2000,60,Female,45.85
Burundi,2000,0,Both sexes,12.97
Burundi,2000,0,Male,11.77
Burundi,2000,0,Female,14.03
Cabo Verde,2019,60,Both sexes,74.03
Cabo Verde,2019,60,Male,69.9
Cabo Verde,2019,60,Female,77.94
Cabo Verde,2019,0,Both sexes,19.66
Cabo Verde,2019,0,Male,16.82
Cabo Verde,2019,0,Female,21.77
Cabo Verde,2015,60,Both sexes,74.88
Cabo Verde,2015,60,Male,72.18
Cabo Verde,2015,60,Female,77.59
Cabo Verde,2015,0,Both sexes,21.69
Cabo Verde,2015,0,Male,21.03
Cabo Verde,2015,0,Female,22.12
Cabo Verde,2010,60,Both sexes,74.12
Cabo Verde,2010,60,Male,70.83
Cabo Verde,2010,60,Female,77.27
Cabo Verde,2010,0,Both sexes,22.07
Cabo Verde,2010,0,Male,20.85
Cabo Verde,2010,0,Female,22.88
Cabo Verde,2000,60,Both sexes,70.97
Cabo Verde,2000,60,Male,66.89
Cabo Verde,2000,60,Female,74.61
Cabo Verde,2000,0,Both sexes,20.36
Cabo Verde,2000,0,Male,18.17
Cabo Verde,2000,0,Female,22.25
Cambodia,2019,60,Both sexes,70.12
Cambodia,2019,60,Male,67.23
Cambodia,2019,60,Female,72.75
Cambodia,2019,0,Both sexes,17.74
Cambodia,2019,0,Male,15.93
Cambodia,2019,0,Female,19.11
Cambodia,2015,60,Both sexes,69.17
Cambodia,2015,60,Male,66.2
Cambodia,2015,60,Female,71.89
Cambodia,2015,0,Both sexes,17.57
Cambodia,2015,0,Male,15.83
Cambodia,2015,0,Female,18.94
Cambodia,2010,60,Both sexes,67.22
Cambodia,2010,60,Male,64.19
Cambodia,2010,60,Female,70.01
Cambodia,2010,0,Both sexes,17.22
Cambodia,2010,0,Male,15.52
Cambodia,2010,0,Female,18.61
Cambodia,2000,60,Both sexes,58.68
Cambodia,2000,60,Male,56.03
Cambodia,2000,60,Female,61.24
Cambodia,2000,0,Both sexes,15.81
Cambodia,2000,0,Male,14.41
Cambodia,2000,0,Female,17.07
Cameroon,2019,60,Both sexes,62.36
Cameroon,2019,60,Male,60.29
Cameroon,2019,60,Female,64.5
Cameroon,2019,0,Both sexes,17.09
Cameroon,2019,0,Male,15.77
Cameroon,2019,0,Female,18.35
Cameroon,2015,60,Both sexes,59.11
Cameroon,2015,60,Male,57.29
Cameroon,2015,60,Female,60.99
Cameroon,2015,0,Both sexes,16.41
Cameroon,2015,0,Male,15.02
Cameroon,2015,0,Female,17.71
Cameroon,2010,60,Both sexes,56.58
Cameroon,2010,60,Male,55.09
Cameroon,2010,60,Female,58.09
Cameroon,2010,0,Both sexes,15.88
Cameroon,2010,0,Male,14.44
Cameroon,2010,0,Female,17.25
Cameroon,2000,60,Both sexes,52.82
Cameroon,2000,60,Male,51.34
Cameroon,2000,60,Female,54.35
Cameroon,2000,0,Both sexes,15.06
Cameroon,2000,0,Male,13.68
Cameroon,2000,0,Female,16.41
Canada,2019,60,Both sexes,82.24
Canada,2019,60,Male,80.4
Canada,2019,60,Female,84.05
Canada,2019,0,Both sexes,25.15
Canada,2019,0,Male,23.84
Canada,2019,0,Female,26.38
Canada,2015,60,Both sexes,81.76
Canada,2015,60,Male,79.88
Canada,2015,60,Female,83.58
Canada,2015,0,Both sexes,24.72
Canada,2015,0,Male,23.34
Canada,2015,0,Female,25.98
Canada,2010,60,Both sexes,81.31
Canada,2010,60,Male,79.26
Canada,2010,60,Female,83.27
Canada,2010,0,Both sexes,24.35
Canada,2010,0,Male,22.84
Canada,2010,0,Female,25.7
