country,January 22 2020,January 23 2020,January 24 2020,January 25 2020,January 26 2020,January 27 2020,January 28 2020,January 29 2020,January 30 2020,January 31 2020,February 1 2020,February 2 2020,February 3 2020,February 4 2020,February 5 2020,February 6 2020,February 7 2020,February 8 2020,February 9 2020,February 10 2020,February 11 2020,February 12 2020,February 13 2020,February 14 2020,February 15 2020,February 16 2020,February 17 2020,February 18 2020,February 19 2020,February 20 2020,February 21 2020,February 22 2020,February 23 2020,February 24 2020,February 25 2020,February 26 2020,February 27 2020,February 28 2020,February 29 2020,March 1 2020,March 2 2020,March 3 2020,March 4 2020,March 5 2020,March 6 2020,March 7 2020,March 8 2020,March 9 2020,March 10 2020,March 11 2020,March 12 2020,March 13 2020,March 14 2020,March 15 2020,March 16 2020,March 17 2020,March 18 2020,March 19 2020,March 20 2020,March 21 2020,March 22 2020,March 23 2020,March 24 2020,March 25 2020,March 26 2020,March 27 2020,March 28 2020,March 29 2020,March 30 2020,March 31 2020,April 1 2020,April 2 2020,April 3 2020,April 4 2020,April 5 2020,April 6 2020,April 7 2020,April 8 2020,April 9 2020,April 10 2020,April 11 2020,April 12 2020,April 13 2020,April 14 2020,April 15 2020,April 16 2020,April 17 2020,April 18 2020,April 19 2020,April 20 2020,April 21 2020,April 22 2020,April 23 2020,April 24 2020,April 25 2020,April 26 2020,April 27 2020,April 28 2020,April 29 2020,April 30 2020,May 1 2020,May 2 2020,May 3 2020,May 4 2020,May 5 2020,May 6 2020,May 7 2020,May 8 2020,May 9 2020,May 10 2020,May 11 2020,May 12 2020,May 13 2020,May 14 2020,May 15 2020,May 16 2020,May 17 2020,May 18 2020,May 19 2020,May 20 2020,May 21 2020,May 22 2020,May 23 2020,May 24 2020,May 25 2020,May 26 2020,May 27 2020,May 28 2020,May 29 2020,May 30 2020,May 31 2020,June 1 2020,June 2 2020,June 3 2020,June 4 2020,June 5 2020,June 6 2020,June 7 2020,June 8 2020,June 9 2020,June 10 2020,June 11 2020,June 12 2020,June 13 2020,June 14 2020,June 15 2020,June 16 2020,June 17 2020,June 18 2020,June 19 2020,June 20 2020,June 21 2020,June 22 2020,June 23 2020,June 24 2020,June 25 2020,June 26 2020,June 27 2020,June 28 2020,June 29 2020,June 30 2020,July 1 2020,July 2 2020,July 3 2020,July 4 2020,July 5 2020,July 6 2020,July 7 2020,July 8 2020,July 9 2020,July 10 2020,July 11 2020,July 12 2020,July 13 2020,July 14 2020,July 15 2020,July 16 2020,July 17 2020,July 18 2020,July 19 2020,July 20 2020,July 21 2020,July 22 2020,July 23 2020,July 24 2020,July 25 2020,July 26 2020,July 27 2020,July 28 2020,July 29 2020,July 30 2020,July 31 2020,August 1 2020,August 2 2020,August 3 2020,August 4 2020,August 5 2020,August 6 2020,August 7 2020,August 8 2020,August 9 2020,August 10 2020,August 11 2020,August 12 2020,August 13 2020,August 14 2020,August 15 2020,August 16 2020,August 17 2020,August 18 2020,August 19 2020,August 20 2020,August 21 2020,August 22 2020,August 23 2020,August 24 2020,August 25 2020,August 26 2020,August 27 2020,August 28 2020,August 29 2020,August 30 2020,August 31 2020,September 1 2020,September 2 2020,September 3 2020,September 4 2020,September 5 2020,September 6 2020,September 7 2020,September 8 2020,September 9 2020,September 10 2020,September 11 2020,September 12 2020,September 13 2020,September 14 2020,September 15 2020,September 16 2020,September 17 2020,September 18 2020,September 19 2020,September 20 2020,September 21 2020,September 22 2020,September 23 2020,September 24 2020,September 25 2020,September 26 2020,September 27 2020,September 28 2020,September 29 2020,September 30 2020,October 1 2020,October 2 2020,October 3 2020,October 4 2020,October 5 2020,October 6 2020,October 7 2020,October 8 2020,October 9 2020,October 10 2020,October 11 2020,October 12 2020,October 13 2020,October 14 2020,October 15 2020,October 16 2020,October 17 2020,October 18 2020,October 19 2020,October 20 2020,October 21 2020,October 22 2020,October 23 2020,October 24 2020,October 25 2020,October 26 2020,October 27 2020,October 28 2020,October 29 2020,October 30 2020,October 31 2020,November 1 2020,November 2 2020,November 3 2020,November 4 2020,November 5 2020,November 6 2020,November 7 2020,November 8 2020,November 9 2020,November 10 2020,November 11 2020,November 12 2020,November 13 2020,November 14 2020,November 15 2020,November 16 2020,November 17 2020,November 18 2020,November 19 2020,November 20 2020,November 21 2020,November 22 2020,November 23 2020,November 24 2020,November 25 2020,November 26 2020,November 27 2020,November 28 2020,November 29 2020,November 30 2020,December 1 2020,December 2 2020,December 3 2020,December 4 2020,December 5 2020,December 6 2020,December 7 2020,December 8 2020,December 9 2020,December 10 2020,December 11 2020,December 12 2020,December 13 2020,December 14 2020,December 15 2020,December 16 2020,December 17 2020,December 18 2020,December 19 2020,December 20 2020,December 21 2020,December 22 2020,December 23 2020,December 24 2020,December 25 2020,December 26 2020,December 27 2020,December 28 2020,December 29 2020,December 30 2020,December 31 2020,January 1 2021,January 2 2021,January 3 2021,January 4 2021,January 5 2021,January 6 2021,January 7 2021,January 8 2021,January 9 2021,January 10 2021,January 11 2021,January 12 2021,January 13 2021,January 14 2021,January 15 2021,January 16 2021,January 17 2021,January 18 2021,January 19 2021,January 20 2021,January 21 2021,January 22 2021,January 23 2021,January 24 2021,January 25 2021,January 26 2021,January 27 2021,January 28 2021,January 29 2021,January 30 2021,January 31 2021,February 1 2021,February 2 2021,February 3 2021,February 4 2021,February 5 2021,February 6 2021,February 7 2021,February 8 2021,February 9 2021,February 10 2021,February 11 2021,February 12 2021,February 13 2021,February 14 2021,February 15 2021,February 16 2021,February 17 2021,February 18 2021,February 19 2021,February 20 2021,February 21 2021,February 22 2021,February 23 2021,February 24 2021,February 25 2021,February 26 2021,February 27 2021,February 28 2021,March 1 2021,March 2 2021,March 3 2021,March 4 2021,March 5 2021,March 6 2021,March 7 2021,March 8 2021,March 9 2021,March 10 2021,March 11 2021,March 12 2021,March 13 2021,March 14 2021,March 15 2021,March 16 2021,March 17 2021,March 18 2021,March 19 2021,March 20 2021,March 21 2021,March 22 2021,March 23 2021,March 24 2021,March 25 2021,March 26 2021,March 27 2021,March 28 2021,March 29 2021,March 30 2021,March 31 2021,April 1 2021,April 2 2021,April 3 2021,April 4 2021,April 5 2021,April 6 2021,April 7 2021,April 8 2021,April 9 2021,April 10 2021,April 11 2021,April 12 2021
Canada Newfoundland and Labrador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Canada Northwest Territories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada Nova Scotia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,3,4,7,9,9,10,12,16,16,22,24,24,27,28,28,29,31,37,38,41,41,44,46,47,47,48,48,51,51,55,55,55,55,56,57,58,58,58,58,58,59,59,59,59,60,60,60,60,60,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Canada Nunavut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Canada Ontario,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,6,7,8,13,18,18,21,31,33,37,53,67,94,119,150,153,153,200,222,253,274,291,334,385,490,524,564,591,624,694,762,806,862,916,960,1023,1072,1153,1205,1265,1292,1326,1446,1505,1560,1607,1665,1726,1751,1788,1852,1883,1915,1939,1976,1999,2019,2032,2079,2106,2129,2157,2181,2210,2235,2264,2292,2313,2332,2344,2353,2375,2392,2436,2446,2483,2502,2524,2536,2552,2563,2573,2582,2590,2579,2595,2607,2613,2625,2650,2657,2666,2676,2690,2703,2706,2711,2717,2726,2730,2734,2737,2740,2744,2743,2743,2744,2748,2750,2760,2760,2764,2767,2769,2778,2784,2790,2791,2794,2795,2798,2799,2799,2800,2802,2806,2807,2812,2813,2816,2819,2821,2822,2825,2828,2829,2829,2829,2831,2832,2832,2832,2833,2834,2835,2836,2836,2836,2837,2837,2838,2841,2842,2842,2843,2845,2848,2848,2855,2856,2856,2857,2858,2858,2859,2859,2859,2861,2862,2862,2862,2863,2863,2863,2863,2865,2870,2872,2873,2875,2876,2876,2879,2883,2885,2885,2886,2887,2888,2889,2892,2896,2899,2983,2993,3026,3035,3038,3039,3043,3048,3055,3056,3056,3069,3071,3078,3089,3090,3101,3103,3107,3115,3124,3131,3132,3141,3151,3153,3159,3170,3179,3186,3195,3205,3220,3235,3245,3265,3276,3285,3300,3320,3337,3352,3368,3387,3408,3418,3432,3466,3491,3501,3520,3532,3553,3576,3576,3593,3616,3640,3661,3672,3680,3714,3727,3759,3774,3794,3816,3827,3861,3891,3931,3949,3968,3988,4017,4050,4081,4112,4141,4167,4181,4207,4248,4303,4304,4327,4342,4424,4463,4499,4556,4568,4617,4664,4702,4749,4800,4871,4909,4957,4992,5021,5074,5147,5209,5302,5361,5418,5442,5501,5587,5632,5724,5764,5811,5854,5921,5978,6025,6095,6160,6196,6232,6266,6310,6365,6435,6480,6497,6532,6559,6598,6614,6637,6660,6660,6679,6716,6732,6783,6824,6848,6861,6868,6882,6895,6918,6943,6960,6975,6982,6994,7013,7024,7036,7050,7061,7071,7080,7093,7104,7119,7129,7144,7150,7162,7175,7188,7199,7214,7220,7222,7232,7242,7260,7274,7285,7301,7307,7316,7366,7384,7391,7415,7425,7437,7448,7461,7478,7496,7513,7530,7546
China Hong Kong,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,10,11,12,12,12,14,14,15,16,18,18,22,23,24,25,27,33,35,38,42,43,46,47,47,52,55,59,63,66,67,69,69,69,71,72,75,75,77,77,77,78,79,81,84,87,88,89,90,93,94,94,94,96,98,99,99,99,99,100,100,101,102,102,102,103,103,103,103,103,104,104,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,106,107,107,107,107,107,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,109,109,109,109,110,111,112,112,112,112,112,114,114,114,115,117,120,123,123,125,129,129,130,131,132,133,135,136,136,137,141,143,147,148,148,150,150,153,153,154,154,155,157,158,159,160,161,161,161,162,162,163,165,166,168,168,168,169,171,173,175,177,178,179,181,182,184,185,186,186,186,186,186,188,189,191,192,193,193,193,195,197,197,197,197,197,197,197,198,198,198,198,199,200,200,200,201,201,202,202,202,202,203,203,203,203,203,203,203,203,203,203,203,203,203,204,204,204,205,205,205,205,205,205,205,205,205,205,205,205,205,205,207,207,207,207
China Hubei,17,17,24,40,52,76,125,125,162,204,249,350,414,479,549,618,699,780,871,974,1068,1068,1310,1457,1596,1696,1789,1921,2029,2144,2144,2346,2346,2495,2563,2615,2641,2682,2727,2761,2803,2835,2871,2902,2931,2959,2986,3008,3024,3046,3056,3062,3075,3085,3099,3111,3122,3130,3133,3139,3153,3153,3160,3163,3169,3174,3177,3182,3186,3187,3193,3199,3203,3207,3210,3212,3212,3213,3215,3216,3219,3219,3221,3221,3222,3222,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512,4512
China,17,18,26,42,56,82,131,133,171,213,259,361,425,491,563,633,718,805,905,1012,1112,1117,1369,1521,1663,1766,1864,2003,2116,2238,2238,2443,2445,2595,2665,2717,2746,2790,2837,2872,2914,2947,2983,3015,3044,3072,3100,3123,3139,3161,3172,3180,3193,3203,3217,3230,3241,3249,3253,3259,3274,3274,3281,3285,3291,3296,3299,3304,3308,3309,3316,3322,3326,3330,3333,3335,3335,3337,3339,3340,3343,3343,3345,3345,3346,3346,4636,4636,4636,4636,4636,4636,4636,4636,4636,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4637,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4638,4639,4639,4639,4640,4640,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4641,4642,4644,4644,4645,4646,4646,4646,4648,4648,4649,4650,4652,4652,4656,4657,4658,4659,4661,4667,4669,4672,4676,4677,4680,4681,4681,4686,4689,4693,4697,4700,4701,4703,4703,4703,4705,4706,4709,4709,4711,4711,4711,4712,4713,4715,4718,4721,4722,4723,4724,4727,4728,4728,4728,4730,4732,4733,4733,4733,4733,4734,4734,4735,4736,4736,4736,4737,4737,4737,4737,4737,4738,4738,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4739,4740,4741,4741,4741,4741,4741,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4742,4743,4743,4743,4743,4744,4745,4746,4746,4746,4746,4746,4748,4748,4748,4749,4751,4754,4757,4757,4759,4763,4763,4764,4765,4766,4767,4769,4770,4770,4771,4775,4777,4781,4782,4782,4784,4784,4787,4787,4788,4788,4789,4791,4792,4793,4794,4796,4796,4796,4797,4797,4798,4800,4801,4803,4803,4803,4804,4807,4809,4811,4813,4814,4815,4817,4818,4820,4821,4822,4822,4822,4822,4822,4824,4825,4827,4828,4829,4829,4829,4831,4833,4833,4833,4833,4833,4833,4833,4834,4834,4834,4834,4835,4836,4836,4836,4837,4837,4838,4838,4838,4838,4839,4839,4839,4839,4839,4839,4839,4839,4839,4839,4839,4839,4839,4840,4840,4840,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,4841,4843,4843,4843,4843
Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,6,6,6,10,12,16,17,19,25,32,35,46,50,54,69,80,100,109,112,127,131,144,153,166,179,189,196,206,215,225,233,244,253,269,278,293,314,324,340,358,378,397,407,428,445,463,479,493,509,525,546,562,574,592,613,630,652,682,705,727,750,776,803,822,853,890,939,969,1009,1045,1087,1145,1205,1259,1308,1372,1433,1488,1545,1592,1667,1726,1801,1864,1950,2045,2126,2237,2310,2404,2491,2654,2811,2939,3178,3274,3334,3470,3641,3777,3942,4064,4210,4359,4527,4714,4925,5119,5307,5455,5625,5814,6029,6288,6516,6736,6929,7166,7373,7688,7975,8269,8525,8777,9074,9454,9810,10105,10330,10650,11017,11315,11624,11939,12250,12540,12842,13154,13475,13837,14145,14492,14810,15097,15372,15619,15979,16183,16568,16968,17316,17612,17889,18184,18467,18766,19063,19363,19662,20050,20345,20618,20888,21156,21412,21615,21817,22053,22275,22518,22734,22924,23123,23288,23478,23665,23665,24039,24208,24397,24397,24746,24746,25103,25296,25488,25641,25828,25998,26196,26397,26556,26712,26844,27017,27180,27180,27495,27660,27834,27985,28141,28306,28457,28616,28803,28970,29102,29272,29464,29637,29802,30000,30154,30348,30565,30753,30926,31135,31314,31515,31653,31847,32013,32209,32405,32595,32791,32974,33128,33312,33491,33669,33829,34031,34223,34381,34563,34761,34929,35104,35287,35479,35677,35860,36019,36214,36401,36584,36766,36934,37117,37305,37467,37633,37808,37995,38158,38308,38484,38669,38866,39053,39195,39356,39560,39787,40019,40268,40475,40680,40931,41174,41454,41690,41943,42171,42374,42620,42909,43213,43495,43765,43965,44187,44428,44723,45067,45431,45784,46114,46451,46782,47124,47491,47868,48256,48631,49004,49402,49792,50187,50586,50982,51374,51747,52128,52523,52913,53284,53650,53983,54272,54576,54877,55131,55403,55693,55993,56290,56507,56733,56983,57196,57425,57605,57786,57949,58134,58334,58511,58685,58834,58974,59118,59260,59396,59518,59660,59766,59866,59972,60082,60189,60300,60412,60503,60598,60676,60773,60858,60950,61046,61143,61243,61368,61498,61636,61771,61907,62028,62148,62274,62394,62519,62645,62790,62955,63079,63255,63422,63614,63777,63932,64094,64293,64524,64767,65014,65283,65608,65889,66156
Denmark Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
